date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag
20190106,2019-01-06 00:00:00,7,6,371,Sunday,Sun,N,1,54,2018-12-31 00:00:00,20181231,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190107,2019-01-07 00:00:00,1,7,372,Monday,Mon,Y,2,55,2019-01-07 00:00:00,20190107,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190108,2019-01-08 00:00:00,2,8,373,Tuesday,Tue,Y,2,55,2019-01-07 00:00:00,20190107,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190109,2019-01-09 00:00:00,3,9,374,Wednesday,Wed,Y,2,55,2019-01-07 00:00:00,20190107,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190110,2019-01-10 00:00:00,4,10,375,Thursday,Thu,Y,2,55,2019-01-07 00:00:00,20190107,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190111,2019-01-11 00:00:00,5,11,376,Friday,Fri,Y,2,55,2019-01-07 00:00:00,20190107,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190112,2019-01-12 00:00:00,6,12,377,Saturday,Sat,N,2,55,2019-01-07 00:00:00,20190107,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190113,2019-01-13 00:00:00,7,13,378,Sunday,Sun,N,2,55,2019-01-07 00:00:00,20190107,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190114,2019-01-14 00:00:00,1,14,379,Monday,Mon,Y,3,56,2019-01-14 00:00:00,20190114,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190115,2019-01-15 00:00:00,2,15,380,Tuesday,Tue,Y,3,56,2019-01-14 00:00:00,20190114,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190116,2019-01-16 00:00:00,3,16,381,Wednesday,Wed,Y,3,56,2019-01-14 00:00:00,20190114,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190117,2019-01-17 00:00:00,4,17,382,Thursday,Thu,Y,3,56,2019-01-14 00:00:00,20190114,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190118,2019-01-18 00:00:00,5,18,383,Friday,Fri,Y,3,56,2019-01-14 00:00:00,20190114,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190119,2019-01-19 00:00:00,6,19,384,Saturday,Sat,N,3,56,2019-01-14 00:00:00,20190114,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190120,2019-01-20 00:00:00,7,20,385,Sunday,Sun,N,3,56,2019-01-14 00:00:00,20190114,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190121,2019-01-21 00:00:00,1,21,386,Monday,Mon,Y,4,57,2019-01-21 00:00:00,20190121,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190122,2019-01-22 00:00:00,2,22,387,Tuesday,Tue,Y,4,57,2019-01-21 00:00:00,20190121,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190123,2019-01-23 00:00:00,3,23,388,Wednesday,Wed,Y,4,57,2019-01-21 00:00:00,20190121,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190124,2019-01-24 00:00:00,4,24,389,Thursday,Thu,Y,4,57,2019-01-21 00:00:00,20190121,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190125,2019-01-25 00:00:00,5,25,390,Friday,Fri,Y,4,57,2019-01-21 00:00:00,20190121,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190126,2019-01-26 00:00:00,6,26,391,Saturday,Sat,N,4,57,2019-01-21 00:00:00,20190121,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190127,2019-01-27 00:00:00,7,27,392,Sunday,Sun,N,4,57,2019-01-21 00:00:00,20190121,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190128,2019-01-28 00:00:00,1,28,393,Monday,Mon,Y,5,58,2019-01-28 00:00:00,20190128,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190129,2019-01-29 00:00:00,2,29,394,Tuesday,Tue,Y,5,58,2019-01-28 00:00:00,20190128,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190130,2019-01-30 00:00:00,3,30,395,Wednesday,Wed,Y,5,58,2019-01-28 00:00:00,20190128,1,13,January,Jan,1,2019,201901,7,3,2019,N
20190131,2019-01-31 00:00:00,4,31,396,Thursday,Thu,Y,5,58,2019-01-28 00:00:00,20190128,1,13,January,Jan,1,2019,201901,7,3,2019,Y
20190201,2019-02-01 00:00:00,5,1,397,Friday,Fri,Y,5,58,2019-01-28 00:00:00,20190128,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190202,2019-02-02 00:00:00,6,2,398,Saturday,Sat,N,5,58,2019-01-28 00:00:00,20190128,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190203,2019-02-03 00:00:00,7,3,399,Sunday,Sun,N,5,58,2019-01-28 00:00:00,20190128,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190204,2019-02-04 00:00:00,1,4,400,Monday,Mon,Y,6,59,2019-02-04 00:00:00,20190204,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190205,2019-02-05 00:00:00,2,5,401,Tuesday,Tue,Y,6,59,2019-02-04 00:00:00,20190204,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190206,2019-02-06 00:00:00,3,6,402,Wednesday,Wed,Y,6,59,2019-02-04 00:00:00,20190204,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190207,2019-02-07 00:00:00,4,7,403,Thursday,Thu,Y,6,59,2019-02-04 00:00:00,20190204,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190208,2019-02-08 00:00:00,5,8,404,Friday,Fri,Y,6,59,2019-02-04 00:00:00,20190204,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190209,2019-02-09 00:00:00,6,9,405,Saturday,Sat,N,6,59,2019-02-04 00:00:00,20190204,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190210,2019-02-10 00:00:00,7,10,406,Sunday,Sun,N,6,59,2019-02-04 00:00:00,20190204,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190211,2019-02-11 00:00:00,1,11,407,Monday,Mon,Y,7,60,2019-02-11 00:00:00,20190211,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190212,2019-02-12 00:00:00,2,12,408,Tuesday,Tue,Y,7,60,2019-02-11 00:00:00,20190211,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190213,2019-02-13 00:00:00,3,13,409,Wednesday,Wed,Y,7,60,2019-02-11 00:00:00,20190211,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190214,2019-02-14 00:00:00,4,14,410,Thursday,Thu,Y,7,60,2019-02-11 00:00:00,20190211,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190215,2019-02-15 00:00:00,5,15,411,Friday,Fri,Y,7,60,2019-02-11 00:00:00,20190211,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190216,2019-02-16 00:00:00,6,16,412,Saturday,Sat,N,7,60,2019-02-11 00:00:00,20190211,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190217,2019-02-17 00:00:00,7,17,413,Sunday,Sun,N,7,60,2019-02-11 00:00:00,20190211,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190218,2019-02-18 00:00:00,1,18,414,Monday,Mon,Y,8,61,2019-02-18 00:00:00,20190218,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190219,2019-02-19 00:00:00,2,19,415,Tuesday,Tue,Y,8,61,2019-02-18 00:00:00,20190218,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190220,2019-02-20 00:00:00,3,20,416,Wednesday,Wed,Y,8,61,2019-02-18 00:00:00,20190218,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190221,2019-02-21 00:00:00,4,21,417,Thursday,Thu,Y,8,61,2019-02-18 00:00:00,20190218,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190222,2019-02-22 00:00:00,5,22,418,Friday,Fri,Y,8,61,2019-02-18 00:00:00,20190218,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190223,2019-02-23 00:00:00,6,23,419,Saturday,Sat,N,8,61,2019-02-18 00:00:00,20190218,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190224,2019-02-24 00:00:00,7,24,420,Sunday,Sun,N,8,61,2019-02-18 00:00:00,20190218,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190225,2019-02-25 00:00:00,1,25,421,Monday,Mon,Y,9,62,2019-02-25 00:00:00,20190225,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190226,2019-02-26 00:00:00,2,26,422,Tuesday,Tue,Y,9,62,2019-02-25 00:00:00,20190225,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190227,2019-02-27 00:00:00,3,27,423,Wednesday,Wed,Y,9,62,2019-02-25 00:00:00,20190225,2,14,February,Feb,1,2019,201902,8,3,2019,N
20190228,2019-02-28 00:00:00,4,28,424,Thursday,Thu,Y,9,62,2019-02-25 00:00:00,20190225,2,14,February,Feb,1,2019,201902,8,3,2019,Y
20190301,2019-03-01 00:00:00,5,1,425,Friday,Fri,Y,9,62,2019-02-25 00:00:00,20190225,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190302,2019-03-02 00:00:00,6,2,426,Saturday,Sat,N,9,62,2019-02-25 00:00:00,20190225,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190303,2019-03-03 00:00:00,7,3,427,Sunday,Sun,N,9,62,2019-02-25 00:00:00,20190225,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190304,2019-03-04 00:00:00,1,4,428,Monday,Mon,Y,10,63,2019-03-04 00:00:00,20190304,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190305,2019-03-05 00:00:00,2,5,429,Tuesday,Tue,Y,10,63,2019-03-04 00:00:00,20190304,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190306,2019-03-06 00:00:00,3,6,430,Wednesday,Wed,Y,10,63,2019-03-04 00:00:00,20190304,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190307,2019-03-07 00:00:00,4,7,431,Thursday,Thu,Y,10,63,2019-03-04 00:00:00,20190304,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190308,2019-03-08 00:00:00,5,8,432,Friday,Fri,Y,10,63,2019-03-04 00:00:00,20190304,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190309,2019-03-09 00:00:00,6,9,433,Saturday,Sat,N,10,63,2019-03-04 00:00:00,20190304,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190310,2019-03-10 00:00:00,7,10,434,Sunday,Sun,N,10,63,2019-03-04 00:00:00,20190304,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190311,2019-03-11 00:00:00,1,11,435,Monday,Mon,Y,11,64,2019-03-11 00:00:00,20190311,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190312,2019-03-12 00:00:00,2,12,436,Tuesday,Tue,Y,11,64,2019-03-11 00:00:00,20190311,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190313,2019-03-13 00:00:00,3,13,437,Wednesday,Wed,Y,11,64,2019-03-11 00:00:00,20190311,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190314,2019-03-14 00:00:00,4,14,438,Thursday,Thu,Y,11,64,2019-03-11 00:00:00,20190311,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190315,2019-03-15 00:00:00,5,15,439,Friday,Fri,Y,11,64,2019-03-11 00:00:00,20190311,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190316,2019-03-16 00:00:00,6,16,440,Saturday,Sat,N,11,64,2019-03-11 00:00:00,20190311,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190317,2019-03-17 00:00:00,7,17,441,Sunday,Sun,N,11,64,2019-03-11 00:00:00,20190311,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190318,2019-03-18 00:00:00,1,18,442,Monday,Mon,Y,12,65,2019-03-18 00:00:00,20190318,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190319,2019-03-19 00:00:00,2,19,443,Tuesday,Tue,Y,12,65,2019-03-18 00:00:00,20190318,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190320,2019-03-20 00:00:00,3,20,444,Wednesday,Wed,Y,12,65,2019-03-18 00:00:00,20190318,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190321,2019-03-21 00:00:00,4,21,445,Thursday,Thu,Y,12,65,2019-03-18 00:00:00,20190318,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190322,2019-03-22 00:00:00,5,22,446,Friday,Fri,Y,12,65,2019-03-18 00:00:00,20190318,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190323,2019-03-23 00:00:00,6,23,447,Saturday,Sat,N,12,65,2019-03-18 00:00:00,20190318,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190324,2019-03-24 00:00:00,7,24,448,Sunday,Sun,N,12,65,2019-03-18 00:00:00,20190318,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190325,2019-03-25 00:00:00,1,25,449,Monday,Mon,Y,13,66,2019-03-25 00:00:00,20190325,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190326,2019-03-26 00:00:00,2,26,450,Tuesday,Tue,Y,13,66,2019-03-25 00:00:00,20190325,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190327,2019-03-27 00:00:00,3,27,451,Wednesday,Wed,Y,13,66,2019-03-25 00:00:00,20190325,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190328,2019-03-28 00:00:00,4,28,452,Thursday,Thu,Y,13,66,2019-03-25 00:00:00,20190325,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190329,2019-03-29 00:00:00,5,29,453,Friday,Fri,Y,13,66,2019-03-25 00:00:00,20190325,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190330,2019-03-30 00:00:00,6,30,454,Saturday,Sat,N,13,66,2019-03-25 00:00:00,20190325,3,15,March,Mar,1,2019,201903,9,3,2019,N
20190331,2019-03-31 00:00:00,7,31,455,Sunday,Sun,N,13,66,2019-03-25 00:00:00,20190325,3,15,March,Mar,1,2019,201903,9,3,2019,Y
20190401,2019-04-01 00:00:00,1,1,456,Monday,Mon,Y,14,67,2019-04-01 00:00:00,20190401,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190402,2019-04-02 00:00:00,2,2,457,Tuesday,Tue,Y,14,67,2019-04-01 00:00:00,20190401,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190403,2019-04-03 00:00:00,3,3,458,Wednesday,Wed,Y,14,67,2019-04-01 00:00:00,20190401,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190404,2019-04-04 00:00:00,4,4,459,Thursday,Thu,Y,14,67,2019-04-01 00:00:00,20190401,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190405,2019-04-05 00:00:00,5,5,460,Friday,Fri,Y,14,67,2019-04-01 00:00:00,20190401,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190406,2019-04-06 00:00:00,6,6,461,Saturday,Sat,N,14,67,2019-04-01 00:00:00,20190401,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190407,2019-04-07 00:00:00,7,7,462,Sunday,Sun,N,14,67,2019-04-01 00:00:00,20190401,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190408,2019-04-08 00:00:00,1,8,463,Monday,Mon,Y,15,68,2019-04-08 00:00:00,20190408,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190409,2019-04-09 00:00:00,2,9,464,Tuesday,Tue,Y,15,68,2019-04-08 00:00:00,20190408,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190410,2019-04-10 00:00:00,3,10,465,Wednesday,Wed,Y,15,68,2019-04-08 00:00:00,20190408,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190411,2019-04-11 00:00:00,4,11,466,Thursday,Thu,Y,15,68,2019-04-08 00:00:00,20190408,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190412,2019-04-12 00:00:00,5,12,467,Friday,Fri,Y,15,68,2019-04-08 00:00:00,20190408,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190413,2019-04-13 00:00:00,6,13,468,Saturday,Sat,N,15,68,2019-04-08 00:00:00,20190408,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190414,2019-04-14 00:00:00,7,14,469,Sunday,Sun,N,15,68,2019-04-08 00:00:00,20190408,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190415,2019-04-15 00:00:00,1,15,470,Monday,Mon,Y,16,69,2019-04-15 00:00:00,20190415,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190416,2019-04-16 00:00:00,2,16,471,Tuesday,Tue,Y,16,69,2019-04-15 00:00:00,20190415,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190417,2019-04-17 00:00:00,3,17,472,Wednesday,Wed,Y,16,69,2019-04-15 00:00:00,20190415,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190418,2019-04-18 00:00:00,4,18,473,Thursday,Thu,Y,16,69,2019-04-15 00:00:00,20190415,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190419,2019-04-19 00:00:00,5,19,474,Friday,Fri,Y,16,69,2019-04-15 00:00:00,20190415,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190420,2019-04-20 00:00:00,6,20,475,Saturday,Sat,N,16,69,2019-04-15 00:00:00,20190415,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190421,2019-04-21 00:00:00,7,21,476,Sunday,Sun,N,16,69,2019-04-15 00:00:00,20190415,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190422,2019-04-22 00:00:00,1,22,477,Monday,Mon,Y,17,70,2019-04-22 00:00:00,20190422,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190423,2019-04-23 00:00:00,2,23,478,Tuesday,Tue,Y,17,70,2019-04-22 00:00:00,20190422,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190424,2019-04-24 00:00:00,3,24,479,Wednesday,Wed,Y,17,70,2019-04-22 00:00:00,20190422,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190425,2019-04-25 00:00:00,4,25,480,Thursday,Thu,Y,17,70,2019-04-22 00:00:00,20190422,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190426,2019-04-26 00:00:00,5,26,481,Friday,Fri,Y,17,70,2019-04-22 00:00:00,20190422,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190427,2019-04-27 00:00:00,6,27,482,Saturday,Sat,N,17,70,2019-04-22 00:00:00,20190422,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190428,2019-04-28 00:00:00,7,28,483,Sunday,Sun,N,17,70,2019-04-22 00:00:00,20190422,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190429,2019-04-29 00:00:00,1,29,484,Monday,Mon,Y,18,71,2019-04-29 00:00:00,20190429,4,16,April,Apr,2,2019,201904,10,4,2019,N
20190430,2019-04-30 00:00:00,2,30,485,Tuesday,Tue,Y,18,71,2019-04-29 00:00:00,20190429,4,16,April,Apr,2,2019,201904,10,4,2019,Y
20190501,2019-05-01 00:00:00,3,1,486,Wednesday,Wed,Y,18,71,2019-04-29 00:00:00,20190429,5,17,May,May,2,2019,201905,11,4,2019,N
20190502,2019-05-02 00:00:00,4,2,487,Thursday,Thu,Y,18,71,2019-04-29 00:00:00,20190429,5,17,May,May,2,2019,201905,11,4,2019,N
20190503,2019-05-03 00:00:00,5,3,488,Friday,Fri,Y,18,71,2019-04-29 00:00:00,20190429,5,17,May,May,2,2019,201905,11,4,2019,N
20190504,2019-05-04 00:00:00,6,4,489,Saturday,Sat,N,18,71,2019-04-29 00:00:00,20190429,5,17,May,May,2,2019,201905,11,4,2019,N
20190505,2019-05-05 00:00:00,7,5,490,Sunday,Sun,N,18,71,2019-04-29 00:00:00,20190429,5,17,May,May,2,2019,201905,11,4,2019,N
20190506,2019-05-06 00:00:00,1,6,491,Monday,Mon,Y,19,72,2019-05-06 00:00:00,20190506,5,17,May,May,2,2019,201905,11,4,2019,N
20190507,2019-05-07 00:00:00,2,7,492,Tuesday,Tue,Y,19,72,2019-05-06 00:00:00,20190506,5,17,May,May,2,2019,201905,11,4,2019,N
20190508,2019-05-08 00:00:00,3,8,493,Wednesday,Wed,Y,19,72,2019-05-06 00:00:00,20190506,5,17,May,May,2,2019,201905,11,4,2019,N
20190509,2019-05-09 00:00:00,4,9,494,Thursday,Thu,Y,19,72,2019-05-06 00:00:00,20190506,5,17,May,May,2,2019,201905,11,4,2019,N
20190510,2019-05-10 00:00:00,5,10,495,Friday,Fri,Y,19,72,2019-05-06 00:00:00,20190506,5,17,May,May,2,2019,201905,11,4,2019,N
20190511,2019-05-11 00:00:00,6,11,496,Saturday,Sat,N,19,72,2019-05-06 00:00:00,20190506,5,17,May,May,2,2019,201905,11,4,2019,N
20190512,2019-05-12 00:00:00,7,12,497,Sunday,Sun,N,19,72,2019-05-06 00:00:00,20190506,5,17,May,May,2,2019,201905,11,4,2019,N
20190513,2019-05-13 00:00:00,1,13,498,Monday,Mon,Y,20,73,2019-05-13 00:00:00,20190513,5,17,May,May,2,2019,201905,11,4,2019,N
20190514,2019-05-14 00:00:00,2,14,499,Tuesday,Tue,Y,20,73,2019-05-13 00:00:00,20190513,5,17,May,May,2,2019,201905,11,4,2019,N
20190515,2019-05-15 00:00:00,3,15,500,Wednesday,Wed,Y,20,73,2019-05-13 00:00:00,20190513,5,17,May,May,2,2019,201905,11,4,2019,N
20190516,2019-05-16 00:00:00,4,16,501,Thursday,Thu,Y,20,73,2019-05-13 00:00:00,20190513,5,17,May,May,2,2019,201905,11,4,2019,N
20190517,2019-05-17 00:00:00,5,17,502,Friday,Fri,Y,20,73,2019-05-13 00:00:00,20190513,5,17,May,May,2,2019,201905,11,4,2019,N
20190518,2019-05-18 00:00:00,6,18,503,Saturday,Sat,N,20,73,2019-05-13 00:00:00,20190513,5,17,May,May,2,2019,201905,11,4,2019,N
20190519,2019-05-19 00:00:00,7,19,504,Sunday,Sun,N,20,73,2019-05-13 00:00:00,20190513,5,17,May,May,2,2019,201905,11,4,2019,N
20190520,2019-05-20 00:00:00,1,20,505,Monday,Mon,Y,21,74,2019-05-20 00:00:00,20190520,5,17,May,May,2,2019,201905,11,4,2019,N
20190521,2019-05-21 00:00:00,2,21,506,Tuesday,Tue,Y,21,74,2019-05-20 00:00:00,20190520,5,17,May,May,2,2019,201905,11,4,2019,N
20190522,2019-05-22 00:00:00,3,22,507,Wednesday,Wed,Y,21,74,2019-05-20 00:00:00,20190520,5,17,May,May,2,2019,201905,11,4,2019,N
20190523,2019-05-23 00:00:00,4,23,508,Thursday,Thu,Y,21,74,2019-05-20 00:00:00,20190520,5,17,May,May,2,2019,201905,11,4,2019,N
20190524,2019-05-24 00:00:00,5,24,509,Friday,Fri,Y,21,74,2019-05-20 00:00:00,20190520,5,17,May,May,2,2019,201905,11,4,2019,N
20190525,2019-05-25 00:00:00,6,25,510,Saturday,Sat,N,21,74,2019-05-20 00:00:00,20190520,5,17,May,May,2,2019,201905,11,4,2019,N
20190526,2019-05-26 00:00:00,7,26,511,Sunday,Sun,N,21,74,2019-05-20 00:00:00,20190520,5,17,May,May,2,2019,201905,11,4,2019,N
20190527,2019-05-27 00:00:00,1,27,512,Monday,Mon,Y,22,75,2019-05-27 00:00:00,20190527,5,17,May,May,2,2019,201905,11,4,2019,N
20190528,2019-05-28 00:00:00,2,28,513,Tuesday,Tue,Y,22,75,2019-05-27 00:00:00,20190527,5,17,May,May,2,2019,201905,11,4,2019,N
20190529,2019-05-29 00:00:00,3,29,514,Wednesday,Wed,Y,22,75,2019-05-27 00:00:00,20190527,5,17,May,May,2,2019,201905,11,4,2019,N
20190530,2019-05-30 00:00:00,4,30,515,Thursday,Thu,Y,22,75,2019-05-27 00:00:00,20190527,5,17,May,May,2,2019,201905,11,4,2019,N
20190531,2019-05-31 00:00:00,5,31,516,Friday,Fri,Y,22,75,2019-05-27 00:00:00,20190527,5,17,May,May,2,2019,201905,11,4,2019,Y
20190601,2019-06-01 00:00:00,6,1,517,Saturday,Sat,N,22,75,2019-05-27 00:00:00,20190527,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190602,2019-06-02 00:00:00,7,2,518,Sunday,Sun,N,22,75,2019-05-27 00:00:00,20190527,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190603,2019-06-03 00:00:00,1,3,519,Monday,Mon,Y,23,76,2019-06-03 00:00:00,20190603,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190604,2019-06-04 00:00:00,2,4,520,Tuesday,Tue,Y,23,76,2019-06-03 00:00:00,20190603,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190605,2019-06-05 00:00:00,3,5,521,Wednesday,Wed,Y,23,76,2019-06-03 00:00:00,20190603,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190606,2019-06-06 00:00:00,4,6,522,Thursday,Thu,Y,23,76,2019-06-03 00:00:00,20190603,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190607,2019-06-07 00:00:00,5,7,523,Friday,Fri,Y,23,76,2019-06-03 00:00:00,20190603,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190608,2019-06-08 00:00:00,6,8,524,Saturday,Sat,N,23,76,2019-06-03 00:00:00,20190603,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190609,2019-06-09 00:00:00,7,9,525,Sunday,Sun,N,23,76,2019-06-03 00:00:00,20190603,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190610,2019-06-10 00:00:00,1,10,526,Monday,Mon,Y,24,77,2019-06-10 00:00:00,20190610,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190611,2019-06-11 00:00:00,2,11,527,Tuesday,Tue,Y,24,77,2019-06-10 00:00:00,20190610,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190612,2019-06-12 00:00:00,3,12,528,Wednesday,Wed,Y,24,77,2019-06-10 00:00:00,20190610,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190613,2019-06-13 00:00:00,4,13,529,Thursday,Thu,Y,24,77,2019-06-10 00:00:00,20190610,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190614,2019-06-14 00:00:00,5,14,530,Friday,Fri,Y,24,77,2019-06-10 00:00:00,20190610,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190615,2019-06-15 00:00:00,6,15,531,Saturday,Sat,N,24,77,2019-06-10 00:00:00,20190610,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190616,2019-06-16 00:00:00,7,16,532,Sunday,Sun,N,24,77,2019-06-10 00:00:00,20190610,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190617,2019-06-17 00:00:00,1,17,533,Monday,Mon,Y,25,78,2019-06-17 00:00:00,20190617,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190618,2019-06-18 00:00:00,2,18,534,Tuesday,Tue,Y,25,78,2019-06-17 00:00:00,20190617,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190619,2019-06-19 00:00:00,3,19,535,Wednesday,Wed,Y,25,78,2019-06-17 00:00:00,20190617,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190620,2019-06-20 00:00:00,4,20,536,Thursday,Thu,Y,25,78,2019-06-17 00:00:00,20190617,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190621,2019-06-21 00:00:00,5,21,537,Friday,Fri,Y,25,78,2019-06-17 00:00:00,20190617,6,18,June,Jun,2,2019,201906,12,4,2019,N
20190622,2019-06-22 00:00:00,6,22,538,Saturday,Sat,N,25,78,2019-06-17 00:00:00,20190617,6,18,June,Jun,2,2019,201906,12,4,2019,N
